Background,Genotype,Stage,Replicate,O2,Iinc ,Ca,Ci,A,Phi2,VPDleaf,gs,E,Tleaf
WYJ,C,Grain-filling,3,2,80.01,996.34,851.99,3.64,0.5748,1.06,0.0283,0.0005,24.99
WYJ,C,Grain-filling,3,2,50,997.71,889.91,2.15,0.6088,1.06,0.0234,0.0004,25
WYJ,C,Grain-filling,4,21,0.02,400.32,416.13,-0.35,#DIV/0!,1.04,0.0156,0.0003,24.99
WYJ,C,Grain-filling,4,21,1999.91,388.31,325.68,11.88,0.0919,1.12,0.2111,0.0038,24.99
WYJ,C,Grain-filling,4,21,1500.02,388.65,321.85,11.72,0.1278,1.09,0.1932,0.0034,25.02
WYJ,C,Grain-filling,4,21,999.96,389.01,318.53,11.35,0.2027,1.06,0.176,0.003,25.03
WYJ,C,Grain-filling,4,21,500.03,389.99,312.79,10.53,0.3792,1.03,0.1474,0.0024,25.03
WYJ,C,Grain-filling,4,21,279.94,391.86,310.87,8.62,0.5259,1.02,0.1145,0.0019,25
WYJ,C,Grain-filling,4,21,150.02,394.89,315.6,5.5,0.6265,1.03,0.0748,0.0012,25
WYJ,C,Grain-filling,4,21,99.95,396.77,319.93,3.46,0.658,1.04,0.0489,0.0008,25
WYJ,C,Grain-filling,4,21,79.89,397.68,317.12,2.57,0.6708,1.05,0.0345,0.0006,25.01
WYJ,C,Grain-filling,4,21,49.92,398.65,340.21,1.55,0.69,1.05,0.0297,0.0005,24.99
WYJ,C,Grain-filling,4,21,1000,389.13,323.4,11.2,0.2049,1.05,0.1873,0.0031,25
WYJ,C,Grain-filling,4,21,999.95,243.1,200.91,7.28,0.1668,1.05,0.1891,0.0031,25.01
WYJ,C,Grain-filling,4,21,999.9,146.21,124.22,4.01,0.1339,1.04,0.2028,0.0034,25
WYJ,C,Grain-filling,4,21,1000.11,78.7,70.51,1.5,0.1077,1.04,0.2154,0.0035,25
WYJ,C,Grain-filling,4,21,999.83,49.73,47.4,0.35,0.0999,1.04,0.2274,0.0037,24.99
WYJ,C,Grain-filling,4,21,1000.01,390.02,316.23,10.41,0.1836,1.07,0.1536,0.0026,25.03
WYJ,C,Grain-filling,4,21,1000,390.29,304.32,10.28,0.1879,1.07,0.1283,0.0022,24.96
WYJ,C,Grain-filling,4,21,1000,390.04,305.39,10.54,0.1971,1.07,0.1338,0.0023,25.01
WYJ,C,Grain-filling,4,21,999.99,636.84,520.75,13.56,0.2136,1.07,0.1276,0.0022,25.01
WYJ,C,Grain-filling,4,21,1000,985.61,841.85,14.21,0.2043,1.07,0.1109,0.0019,25.01
WYJ,C,Grain-filling,4,21,1000,1485.14,1309.52,14.02,0.1897,1.08,0.0925,0.0016,25
WYJ,C,Grain-filling,4,2,279.97,989.84,754.56,10.71,0.4537,1.06,0.0485,0.0008,25
WYJ,C,Grain-filling,4,2,150.01,993.42,751.52,6.92,0.53,1.06,0.0305,0.0005,25
WYJ,C,Grain-filling,4,2,99.94,995.14,808.27,4.84,0.5693,1.05,0.0282,0.0005,25
WYJ,C,Grain-filling,4,2,80.13,995.84,837.44,4.04,0.589,1.05,0.0282,0.0005,24.97
WYJ,C,Grain-filling,4,2,50.14,997.38,870.17,2.54,0.6137,1.06,0.0228,0.0004,24.99
WYJ,G,Grain-filling,1,21,0.02,400.41,419.19,-0.54,#DIV/0!,1.04,0.0211,0.0004,25
WYJ,G,Grain-filling,1,21,2000.08,390.94,321.17,9.14,0.0806,1.13,0.1442,0.0026,25.01
WYJ,G,Grain-filling,1,21,1500.16,391,318.66,9.2,0.1113,1.08,0.1388,0.0024,25.01
WYJ,G,Grain-filling,1,21,1000.2,391.09,317.61,9.13,0.1796,1.05,0.1351,0.0023,25
WYJ,G,Grain-filling,1,21,499.99,391.68,312.69,8.55,0.3481,1.03,0.1167,0.0019,25.02
WYJ,G,Grain-filling,1,21,279.99,393.11,313.86,7.12,0.4931,1.03,0.0969,0.0016,25
WYJ,G,Grain-filling,1,21,150.24,395.24,324.77,4.86,0.6045,1.03,0.0754,0.0012,25.01
WYJ,G,Grain-filling,1,21,100.05,396.72,332.72,3.39,0.6534,1.03,0.0584,0.001,24.99
WYJ,G,Grain-filling,1,21,80.01,397.59,340.02,2.49,0.677,1.04,0.0483,0.0008,25
WYJ,G,Grain-filling,1,21,49.97,398.34,351,1.67,0.7061,1.04,0.0406,0.0007,25.01
WYJ,G,Grain-filling,1,21,999.97,391.24,321.35,8.92,0.1717,1.07,0.1397,0.0024,25.02
WYJ,G,Grain-filling,1,21,999.9,244.83,200.35,5.35,0.14,1.07,0.1316,0.0022,25
WYJ,G,Grain-filling,1,21,1000.08,147.38,124.12,2.79,0.116,1.06,0.133,0.0023,25
WYJ,G,Grain-filling,1,21,1000.02,79.21,71.27,0.98,0.0967,1.06,0.1475,0.0025,25
WYJ,G,Grain-filling,1,21,1000.01,50.01,48.45,0.12,0.0808,1.06,0.1662,0.0028,24.99
WYJ,G,Grain-filling,1,21,999.94,392.96,331.54,7,0.1354,1.07,0.1268,0.0022,25.03
WYJ,G,Grain-filling,1,21,1000.15,394.1,295.82,6.16,0.1372,1.09,0.0668,0.0012,25.01
WYJ,G,Grain-filling,1,21,999.87,394.81,294.8,5.47,0.1352,1.08,0.0582,0.001,25
WYJ,G,Grain-filling,1,21,1000.12,641.67,481.5,8.58,0.1652,1.08,0.057,0.001,24.99
WYJ,G,Grain-filling,1,21,1000.09,988.72,765.62,11.32,0.1909,1.08,0.0544,0.0009,24.99
WYJ,G,Grain-filling,1,21,1000.07,1487.38,1210.89,12.26,0.1955,1.09,0.0485,0.0008,25.01
WYJ,G,Grain-filling,1,2,279.98,990.65,743.31,9.51,0.453,1.05,0.0408,0.0007,24.99
WYJ,G,Grain-filling,1,2,149.95,993.99,777.06,6.09,0.524,1.06,0.0302,0.0005,25.02
WYJ,G,Grain-filling,1,2,100.04,995.63,794.94,4.35,0.5611,1.05,0.0234,0.0004,24.99
WYJ,G,Grain-filling,1,2,79.99,996.48,844.87,3.41,0.584,1.05,0.025,0.0004,25
WYJ,G,Grain-filling,1,2,49.99,997.71,885.93,2.14,0.6117,1.05,0.0223,0.0004,24.99
WYJ,G,Grain-filling,2,21,0.02,400.45,437.84,-0.38,#DIV/0!,1.06,0.0085,0.0001,25
WYJ,G,Grain-filling,2,21,1999.99,388.11,338.14,10.78,0.0866,1.09,0.2468,0.0043,25.01
WYJ,G,Grain-filling,2,21,1499.98,388.59,332.83,10.56,0.1199,1.06,0.2126,0.0036,25.01
WYJ,G,Grain-filling,2,21,999.96,389.11,323.44,10.35,0.1875,1.04,0.1731,0.0029,25.01
WYJ,G,Grain-filling,2,21,499.89,390.19,316.2,9.43,0.3595,1.03,0.1383,0.0023,25
WYJ,G,Grain-filling,2,21,279.97,392.02,307.05,7.81,0.501,1.03,0.0986,0.0016,25.02
WYJ,G,Grain-filling,2,21,149.85,394.71,318.82,5.2,0.6049,1.04,0.0743,0.0012,25.01
WYJ,G,Grain-filling,2,21,99.99,396.82,293.08,3.23,0.645,1.04,0.033,0.0006,24.99
WYJ,G,Grain-filling,2,21,80.02,397.59,288.94,2.51,0.6653,1.05,0.0244,0.0004,24.99
WYJ,G,Grain-filling,2,21,50.02,398.2,320.87,1.82,0.6934,1.04,0.0255,0.0004,24.99
WYJ,G,Grain-filling,2,21,1000.08,388.79,327.6,10.49,0.1856,1.06,0.1902,0.0032,25.01
WYJ,G,Grain-filling,2,21,999.96,242.94,200.81,6.79,0.1559,1.06,0.1769,0.003,25.03
WYJ,G,Grain-filling,2,21,1000.1,146.13,123.69,3.81,0.1303,1.05,0.1888,0.0032,25
WYJ,G,Grain-filling,2,21,1000.01,78.59,70.56,1.45,0.1099,1.04,0.214,0.0035,24.99
WYJ,G,Grain-filling,2,21,999.97,49.74,47.33,0.37,0.099,1.04,0.2292,0.0038,25.01
WYJ,G,Grain-filling,2,21,1000.09,392.51,283.12,7.4,0.1536,1.12,0.0716,0.0013,25.06
WYJ,G,Grain-filling,2,21,1000.04,392.29,283.57,7.58,0.1641,1.09,0.0737,0.0013,24.98
WYJ,G,Grain-filling,2,21,1000.01,391.37,289.96,8.48,0.1744,1.08,0.0888,0.0015,24.99
WYJ,G,Grain-filling,2,21,999.98,636.69,504.95,12.59,0.2036,1.08,0.1033,0.0018,25.01
WYJ,G,Grain-filling,2,21,999.99,984.69,809.66,14.17,0.2105,1.08,0.0889,0.0015,25.03
WYJ,G,Grain-filling,2,21,999.94,1484.14,1269.06,14.16,0.2016,1.09,0.0741,0.0013,25
WYJ,G,Grain-filling,2,2,280.1,987.89,697.73,11.71,0.4973,1.05,0.0424,0.0007,24.99
WYJ,G,Grain-filling,2,2,150,992.3,703.27,7.45,0.5708,1.06,0.0271,0.0005,25.01
WYJ,G,Grain-filling,2,2,99.97,994.63,786.44,4.98,0.6059,1.05,0.0258,0.0004,24.99
WYJ,G,Grain-filling,2,2,79.96,995.31,812.76,4.29,0.6267,1.06,0.0257,0.0004,25
WYJ,G,Grain-filling,2,2,49.99,996.86,873.97,2.7,0.6526,1.05,0.0252,0.0004,24.99
WYJ,G,Grain-filling,3,21,0.02,400.62,605.65,-0.76,#DIV/0!,1.05,0.0035,0.0001,25
WYJ,G,Grain-filling,3,21,1999.93,387.73,335.45,12.96,0.1082,1.09,0.282,0.0049,25.01
WYJ,G,Grain-filling,3,21,1500.08,388.2,330.27,12.7,0.1507,1.07,0.2452,0.0042,25.04
WYJ,G,Grain-filling,3,21,1000,388.87,323.64,12.2,0.2303,1.05,0.2059,0.0035,25.03
WYJ,G,Grain-filling,3,21,500.05,390.98,320.18,10.04,0.3895,1.02,0.1544,0.0025,25.01
WYJ,G,Grain-filling,3,21,279.98,393.63,314.49,7.14,0.5001,1.03,0.0975,0.0016,25
WYJ,G,Grain-filling,3,21,149.99,396.48,314.83,3.98,0.5796,1.04,0.0525,0.0009,25.01
WYJ,G,Grain-filling,3,21,99.93,397.86,300.65,2.52,0.6199,1.05,0.0276,0.0005,25
WYJ,G,Grain-filling,3,21,79.93,398.37,297.69,1.97,0.644,1.06,0.0208,0.0004,24.99
WYJ,G,Grain-filling,3,21,49.98,398.79,320.13,1.44,0.6768,1.06,0.0199,0.0003,24.99
WYJ,G,Grain-filling,3,21,999.78,388.33,334.53,12.54,0.2302,1.01,0.2615,0.0042,25.01
WYJ,G,Grain-filling,3,21,999.92,242.5,207.63,8.19,0.1952,1.01,0.2623,0.0042,24.99
WYJ,G,Grain-filling,3,21,999.88,145.85,126.95,4.56,0.1584,1.01,0.2729,0.0044,24.99
WYJ,G,Grain-filling,3,21,999.85,78.54,71.6,1.66,0.1299,1.01,0.2897,0.0046,24.99
WYJ,G,Grain-filling,3,21,1000.08,49.73,47.91,0.32,0.1139,1,0.3046,0.0049,25
WYJ,G,Grain-filling,3,21,1000,389.6,336.89,11.15,0.1984,1.03,0.2387,0.0039,25.04
WYJ,G,Grain-filling,3,21,999.97,389.26,321.49,11.8,0.2191,1.04,0.1908,0.0032,24.98
WYJ,G,Grain-filling,3,21,1000.23,389.33,314.9,11.8,0.2231,1.06,0.1723,0.0029,25.01
WYJ,G,Grain-filling,3,21,999.92,635.81,525.83,15.44,0.2513,1.06,0.1542,0.0026,25
