Experiment,Genotype,Treatment,Replicate,O2 (%),Iinc (mmol/m2/s),Ca (ppm),Ci (ppm),A (mmol/m2/s),F2 (mol/mol),Tleaf (℃),VPDL (kPa),gs (mol/m2/s),Tr (mol/m2/s)
EXP2020,Thésée,MT-Drought,3,21,1000.0,1482.05,597.80,14.8530,0.3524,30.0,2.0,0.0281,0.0006
EXP2020,Thésée,MT-Drought,3,2,200.0,994.08,432.70,4.9007,0.4766,30.0,2.0,0.0146,0.0003
EXP2020,Thésée,MT-Drought,3,2,150.0,995.97,382.86,3.2923,0.4696,30.0,2.0,0.0089,0.0002
EXP2020,Thésée,MT-Drought,3,2,120.0,996.54,506.67,2.7838,0.5034,30.0,2.0,0.0096,0.0002
EXP2020,Thésée,MT-Drought,3,2,90.0,997.65,624.22,1.8373,0.5102,30.0,2.0,0.0085,0.0002
EXP2020,Thésée,MT-Drought,3,2,60.0,998.44,732.36,1.1511,0.5537,30.0,2.0,0.0077,0.0002
EXP2020,Thésée,MT-Drought,3,2,40.0,999.24,879.97,0.4479,0.5809,30.0,2.0,0.0081,0.0002
EXP2020,Thésée,MT-Drought,4,21,2000.0,388.87,153.24,9.7316,0.1906,30.0,2.0,0.0693,0.0014
EXP2020,Thésée,MT-Drought,4,21,1500.0,389.26,150.53,9.4107,0.2444,30.0,2.0,0.0661,0.0013
EXP2020,Thésée,MT-Drought,4,21,1000.0,390.24,146.46,8.5838,0.3337,30.0,2.0,0.0589,0.0012
EXP2020,Thésée,MT-Drought,4,21,500.0,392.27,139.14,6.8179,0.5002,30.0,2.0,0.0449,0.0009
EXP2020,Thésée,MT-Drought,4,21,200.0,395.50,171.89,4.0151,0.6265,30.0,2.0,0.0301,0.0006
EXP2020,Thésée,MT-Drought,4,21,150.0,397.08,182.16,2.6495,0.6474,30.0,2.0,0.0207,0.0004
EXP2020,Thésée,MT-Drought,4,21,120.0,397.78,186.76,2.0353,0.6615,30.0,2.0,0.0162,0.0003
EXP2020,Thésée,MT-Drought,4,21,90.0,398.43,193.02,1.4782,0.6754,30.0,2.0,0.0121,0.0002
EXP2020,Thésée,MT-Drought,4,21,60.0,399.13,242.31,0.8610,0.6903,30.0,2.0,0.0094,0.0002
EXP2020,Thésée,MT-Drought,4,21,40.0,399.77,327.49,0.3031,0.7016,30.0,2.0,0.0080,0.0002
EXP2020,Thésée,MT-Drought,4,21,1000.0,389.89,157.92,8.8481,0.3389,30.0,2.0,0.0640,0.0013
EXP2020,Thésée,MT-Drought,4,21,1000.0,195.63,95.32,3.9378,0.3026,30.0,2.0,0.0665,0.0013
EXP2020,Thésée,MT-Drought,4,21,1000.0,98.64,65.28,1.3650,0.2786,30.0,2.0,0.0718,0.0014
EXP2020,Thésée,MT-Drought,4,21,1000.0,50.24,48.93,-0.0134,0.2611,30.0,2.0,0.0765,0.0015
EXP2020,Thésée,MT-Drought,4,21,1000.0,388.35,168.08,10.1312,0.3400,30.0,2.0,0.0776,0.0016
EXP2020,Thésée,MT-Drought,4,21,1000.0,388.86,161.54,9.7219,0.3438,30.0,2.0,0.0719,0.0014
EXP2020,Thésée,MT-Drought,4,21,1000.0,389.34,157.37,9.3289,0.3424,30.0,2.0,0.0675,0.0014
EXP2020,Thésée,MT-Drought,4,21,1000.0,634.28,234.51,13.6243,0.3722,30.0,2.0,0.0570,0.0011
EXP2020,Thésée,MT-Drought,4,21,1000.0,980.91,296.13,16.5634,0.3933,30.0,2.0,0.0401,0.0008
EXP2020,Thésée,MT-Drought,4,21,1000.0,1476.34,479.03,20.2773,0.4115,30.0,2.0,0.0338,0.0007
EXP2020,Thésée,MT-Drought,4,2,200.0,990.60,322.11,8.0849,0.5741,30.0,2.0,0.0200,0.0004
EXP2020,Thésée,MT-Drought,4,2,150.0,993.52,246.29,5.5467,0.5680,30.0,2.0,0.0122,0.0002
EXP2020,Thésée,MT-Drought,4,2,120.0,994.63,397.16,4.5526,0.5936,30.0,2.0,0.0127,0.0003
EXP2020,Thésée,MT-Drought,4,2,90.0,996.44,466.36,2.9622,0.5973,30.0,2.0,0.0094,0.0002
EXP2020,Thésée,MT-Drought,4,2,60.0,997.71,588.88,1.8367,0.6323,30.0,2.0,0.0077,0.0002
EXP2020,Thésée,MT-Drought,4,2,40.0,998.75,728.08,0.9302,0.6471,30.0,2.0,0.0061,0.0001
EXP2020,Thésée,MT-Drought,1,21,2000.0,389.87,157.87,8.0300,0.1376,35.0,2.5,0.0587,0.0015
EXP2020,Thésée,MT-Drought,1,21,1500.1,390.79,151.90,7.2834,0.1802,35.0,2.5,0.0515,0.0013
EXP2020,Thésée,MT-Drought,1,21,1000.2,392.98,167.39,5.6004,0.2487,35.0,2.5,0.0421,0.0011
EXP2020,Thésée,MT-Drought,1,21,499.8,395.40,136.41,3.7104,0.3905,35.1,2.5,0.0240,0.0006
EXP2020,Thésée,MT-Drought,1,21,200.2,398.23,183.39,1.5185,0.5582,35.0,2.5,0.0120,0.0003
EXP2020,Thésée,MT-Drought,1,21,149.9,398.75,229.47,1.0954,0.5994,35.0,2.5,0.0112,0.0003
EXP2020,Thésée,MT-Drought,1,21,120.1,398.97,250.90,0.8970,0.6268,35.0,2.5,0.0107,0.0003
EXP2020,Thésée,MT-Drought,1,21,90.0,399.38,283.85,0.5718,0.6473,35.0,2.5,0.0090,0.0002
EXP2020,Thésée,MT-Drought,1,21,60.1,399.81,343.43,0.2269,0.6612,35.0,2.5,0.0088,0.0002
EXP2020,Thésée,MT-Drought,1,21,39.8,400.25,406.22,-0.1139,0.6651,35.0,2.5,0.0081,0.0002
EXP2020,Thésée,MT-Drought,1,21,1000.1,392.91,156.39,5.6814,0.2662,35.0,2.5,0.0406,0.0010
EXP2020,Thésée,MT-Drought,1,21,1000.2,197.17,104.25,2.3761,0.2359,35.0,2.5,0.0441,0.0011
EXP2020,Thésée,MT-Drought,1,21,1000.2,99.33,73.82,0.7142,0.2143,35.0,2.5,0.0524,0.0013
EXP2020,Thésée,MT-Drought,1,21,999.8,50.62,56.61,-0.3148,0.1944,35.0,2.5,0.0623,0.0016
EXP2020,Thésée,MT-Drought,1,21,999.9,392.38,145.75,6.0521,0.2510,35.0,2.5,0.0414,0.0011
EXP2020,Thésée,MT-Drought,1,21,999.8,395.08,124.82,4.0345,0.2382,35.0,2.5,0.0249,0.0006
EXP2020,Thésée,MT-Drought,1,21,1000.1,395.25,135.48,3.9005,0.2371,35.0,2.5,0.0252,0.0006
EXP2020,Thésée,MT-Drought,1,21,1000.1,642.36,185.34,6.1058,0.2600,35.0,2.5,0.0223,0.0006
EXP2020,Thésée,MT-Drought,1,21,1000.0,991.14,286.90,6.9005,0.2744,35.0,2.5,0.0163,0.0004
EXP2020,Thésée,MT-Drought,1,21,1000.0,1490.23,455.46,7.5305,0.2853,35.0,2.5,0.0121,0.0003
EXP2020,Thésée,MT-Drought,1,2,200.1,994.77,454.73,3.9812,0.4123,35.0,2.5,0.0125,0.0003
EXP2020,Thésée,MT-Drought,1,2,149.8,995.94,497.27,2.9757,0.4392,35.0,2.5,0.0102,0.0003
EXP2020,Thésée,MT-Drought,1,2,119.8,996.81,570.37,2.3309,0.4701,35.0,2.5,0.0095,0.0002
EXP2020,Thésée,MT-Drought,1,2,90.0,997.81,578.81,1.5894,0.5030,35.0,2.5,0.0066,0.0002
EXP2020,Thésée,MT-Drought,1,2,59.9,998.73,734.74,0.9119,0.5626,35.0,2.5,0.0064,0.0002
EXP2020,Thésée,MT-Drought,1,2,39.9,999.30,890.80,0.3031,0.6083,35.0,2.5,0.0069,0.0002
EXP2020,Thésée,MT-Drought,2,21,2000.2,393.84,159.04,5.0702,0.1394,35.0,2.5,0.0365,0.0009
EXP2020,Thésée,MT-Drought,2,21,1499.9,395.19,170.82,3.9862,0.1822,35.0,2.5,0.0301,0.0008
EXP2020,Thésée,MT-Drought,2,21,1000.2,396.39,149.87,3.0543,0.2541,35.0,2.5,0.0208,0.0005
EXP2020,Thésée,MT-Drought,2,21,500.1,397.92,180.40,1.7810,0.4078,35.0,2.5,0.0139,0.0004
EXP2020,Thésée,MT-Drought,2,21,200.0,399.49,251.35,0.5201,0.5718,35.0,2.5,0.0062,0.0002
EXP2020,Thésée,MT-Drought,2,21,150.0,399.75,299.21,0.3436,0.6063,35.0,2.5,0.0064,0.0002
EXP2020,Thésée,MT-Drought,2,21,120.0,399.81,326.41,0.2245,0.6308,35.0,2.5,0.0061,0.0002
EXP2020,Thésée,MT-Drought,2,21,89.9,399.89,336.17,0.1927,0.6590,35.0,2.5,0.0063,0.0002
EXP2020,Thésée,MT-Drought,2,21,59.8,399.92,344.97,0.1452,0.6851,35.0,2.5,0.0058,0.0001
EXP2020,Thésée,MT-Drought,2,21,39.9,400.14,396.43,-0.0410,0.6929,35.0,2.5,0.0054,0.0001
EXP2020,Thésée,MT-Drought,2,21,1000.0,396.90,168.51,2.5842,0.2486,35.1,2.6,0.0193,0.0006
EXP2020,Thésée,MT-Drought,2,21,999.9,198.90,118.62,1.0055,0.2178,35.0,2.5,0.0222,0.0007
EXP2020,Thésée,MT-Drought,2,21,1000.0,99.81,72.63,0.3962,0.2004,35.0,2.5,0.0276,0.0008
EXP2020,Thésée,MT-Drought,2,21,1000.1,50.40,54.42,-0.1166,0.1877,35.0,2.6,0.0288,0.0009
EXP2020,Thésée,MT-Drought,2,21,999.9,396.69,162.71,2.8089,0.2333,35.0,2.6,0.0204,0.0006
EXP2020,Thésée,MT-Drought,2,21,1000.0,397.50,185.28,2.1367,0.2197,35.0,2.5,0.0173,0.0005
EXP2020,Thésée,MT-Drought,2,21,1000.0,397.69,185.79,1.9136,0.2142,35.0,2.5,0.0155,0.0005
EXP2020,Thésée,MT-Drought,2,21,1000.1,646.12,321.44,3.0233,0.2228,35.0,2.6,0.0161,0.0005
EXP2020,Thésée,MT-Drought,2,21,1000.1,995.54,536.42,3.2947,0.2259,35.0,2.5,0.0125,0.0004
EXP2020,Thésée,MT-Drought,2,21,1000.2,1494.86,833.07,3.6979,0.2213,35.0,2.5,0.0098,0.0003
EXP2020,Thésée,MT-Drought,2,2,200.2,998.48,698.78,1.0941,0.3773,35.0,2.5,0.0065,0.0001
EXP2020,Thésée,MT-Drought,2,2,150.1,999.00,865.57,0.5030,0.4095,35.0,2.6,0.0081,0.0002
EXP2020,Thésée,MT-Drought,2,2,119.8,999.28,919.29,0.2323,0.4508,35.0,2.5,0.0085,0.0002
EXP2020,Thésée,MT-Drought,2,2,90.0,999.36,920.22,0.2755,0.5094,35.0,2.5,0.0107,0.0003
EXP2020,Thésée,MT-Drought,2,2,60.1,999.50,950.53,0.0432,0.5845,35.0,2.5,0.0073,0.0002
EXP2020,Thésée,MT-Drought,2,2,39.9,999.71,919.00,0.1530,0.6401,35.0,2.5,0.0058,0.0001
EXP2020,Thésée,MT-Drought,3,21,2000.0,392.52,139.01,6.2080,0.1618,35.0,2.6,0.0414,0.0012
EXP2020,Thésée,MT-Drought,3,21,1499.9,392.67,141.66,6.1221,0.2126,35.1,2.5,0.0413,0.0012
EXP2020,Thésée,MT-Drought,3,21,999.8,393.20,135.71,5.7191,0.2941,35.1,2.5,0.0375,0.0011
EXP2020,Thésée,MT-Drought,3,21,500.1,395.03,164.34,4.1901,0.4512,35.0,2.5,0.0309,0.0009
EXP2020,Thésée,MT-Drought,3,21,200.0,397.81,177.91,1.9218,0.6102,35.0,2.5,0.0149,0.0004
EXP2020,Thésée,MT-Drought,3,21,150.0,398.43,211.86,1.4013,0.6446,35.0,2.6,0.0130,0.0004
EXP2020,Thésée,MT-Drought,3,21,120.1,398.82,232.78,1.0691,0.6641,35.0,2.6,0.0113,0.0003
EXP2020,Thésée,MT-Drought,3,21,90.0,399.12,255.73,0.8147,0.6793,35.0,2.6,0.0102,0.0003
EXP2020,Thésée,MT-Drought,3,21,60.0,399.55,309.50,0.4300,0.6866,35.0,2.6,0.0093,0.0003
EXP2020,Thésée,MT-Drought,3,21,40.1,400.02,381.23,0.0053,0.6907,35.0,2.6,0.0092,0.0003
EXP2020,Thésée,MT-Drought,3,21,1000.0,392.04,217.57,6.4760,0.3200,35.0,2.5,0.0646,0.0017
EXP2020,Thésée,MT-Drought,3,21,999.9,196.84,124.17,2.6735,0.2922,35.0,2.5,0.0654,0.0017
EXP2020,Thésée,MT-Drought,3,21,1000.0,99.32,78.84,0.6938,0.2722,35.0,2.5,0.0667,0.0017
EXP2020,Thésée,MT-Drought,3,21,1000.2,50.65,57.00,-0.3721,0.2544,35.0,2.5,0.0703,0.0018
EXP2020,Thésée,MT-Drought,3,21,999.9,393.14,213.16,5.6476,0.3329,35.0,2.5,0.0544,0.0014
EXP2020,Thésée,MT-Drought,3,21,1000.0,393.77,199.95,5.1520,0.3404,35.0,2.5,0.0457,0.0012
EXP2020,Thésée,MT-Drought,3,21,1000.0,393.29,207.91,5.5059,0.3438,35.0,2.5,0.0513,0.0013
EXP2020,Thésée,MT-Drought,3,21,1000.1,638.59,313.25,9.2970,0.3824,35.0,2.5,0.0490,0.0013
EXP2020,Thésée,MT-Drought,3,21,1000.1,986.97,464.81,10.5548,0.4092,35.0,2.5,0.0345,0.0009
EXP2020,Thésée,MT-Drought,3,21,1000.2,1485.03,756.51,11.8282,0.4293,35.0,2.5,0.0279,0.0007
EXP2020,Thésée,MT-Drought,3,2,200.0,990.53,388.31,7.4063,0.5566,35.0,2.5,0.0211,0.0008
EXP2020,Thésée,MT-Drought,3,2,149.8,993.20,440.15,5.3247,0.5697,35.0,2.6,0.0167,0.0006
EXP2020,Thésée,MT-Drought,3,2,119.8,994.36,507.63,4.3293,0.6075,35.0,2.5,0.0157,0.0006
EXP2020,Thésée,MT-Drought,3,2,90.0,995.77,433.18,3.2744,0.6321,35.0,2.6,0.0101,0.0004
EXP2020,Thésée,MT-Drought,3,2,60.0,997.26,621.19,2.0300,0.6591,35.0,2.6,0.0099,0.0004
EXP2020,Thésée,MT-Drought,3,2,40.2,998.57,841.37,0.6589,0.6709,35.0,2.6,0.0102,0.0004
EXP2020,Thésée,MT-Drought,4,21,2000.0,391.41,177.96,6.9935,0.1533,35.0,2.5,0.0559,0.0014
EXP2020,Thésée,MT-Drought,4,21,1500.0,392.03,152.22,6.5323,0.2026,35.0,2.5,0.0460,0.0012
EXP2020,Thésée,MT-Drought,4,21,1000.0,392.84,163.66,5.8875,0.2804,35.0,2.5,0.0435,0.0011
EXP2020,Thésée,MT-Drought,4,21,500.0,394.95,180.63,4.1200,0.4383,35.0,2.5,0.0327,0.0008
EXP2020,Thésée,MT-Drought,4,21,199.9,397.99,173.04,1.7556,0.5961,35.0,2.5,0.0132,0.0003
EXP2020,Thésée,MT-Drought,4,21,150.0,398.46,229.52,1.3183,0.6320,35.0,2.5,0.0135,0.0003
EXP2020,Thésée,MT-Drought,4,21,120.0,398.88,222.76,0.9517,0.6521,35.0,2.5,0.0093,0.0002
EXP2020,Thésée,MT-Drought,4,21,90.0,399.28,267.87,0.6949,0.6683,35.0,2.5,0.0095,0.0002
EXP2020,Thésée,MT-Drought,4,21,59.9,399.65,295.86,0.4213,0.6780,35.0,2.5,0.0075,0.0002
EXP2020,Thésée,MT-Drought,4,21,39.8,399.84,337.15,0.1852,0.6820,35.0,2.5,0.0062,0.0002
EXP2020,Thésée,MT-Drought,4,21,999.9,390.19,203.59,7.8366,0.3099,35.0,2.5,0.0726,0.0018
EXP2020,Thésée,MT-Drought,4,21,999.9,195.86,125.09,3.3366,0.2733,35.0,2.5,0.0841,0.0021
EXP2020,Thésée,MT-Drought,4,21,999.9,98.87,79.14,0.9658,0.2468,35.0,2.5,0.0974,0.0025
EXP2020,Thésée,MT-Drought,4,21,1000.1,50.80,56.10,-0.5075,0.2278,35.0,2.5,0.1102,0.0028
EXP2020,Thésée,MT-Drought,4,21,1000.0,393.15,161.71,5.5877,0.3081,35.0,2.5,0.0409,0.0011
EXP2020,Thésée,MT-Drought,4,21,1000.0,394.74,191.53,4.3026,0.2985,35.0,2.5,0.0362,0.0009
EXP2020,Thésée,MT-Drought,4,21,999.9,392.82,194.90,5.7804,0.3019,35.0,2.5,0.0501,0.0013
EXP2020,Thésée,MT-Drought,4,21,1000.1,641.12,270.46,7.1372,0.3389,35.0,2.5,0.0326,0.0008
EXP2020,Thésée,MT-Drought,4,21,1000.0,989.52,425.19,8.2625,0.3671,35.0,2.5,0.0248,0.0006
EXP2020,Thésée,MT-Drought,4,21,1000.2,1488.07,736.70,9.0741,0.3847,35.0,2.5,0.0206,0.0005
EXP2020,Thésée,MT-Drought,4,2,200.0,991.54,232.80,6.6701,0.5179,35.0,2.5,0.0146,0.0004
EXP2020,Thésée,MT-Drought,4,2,149.9,994.52,407.53,4.2921,0.5151,35.0,2.5,0.0123,0.0003
EXP2020,Thésée,MT-Drought,4,2,119.9,995.12,533.04,3.7583,0.5663,35.0,2.5,0.0140,0.0004
EXP2020,Thésée,MT-Drought,4,2,90.2,997.11,616.61,2.1790,0.5580,35.0,2.5,0.0100,0.0003
EXP2020,Thésée,MT-Drought,4,2,59.9,998.08,718.72,1.3490,0.6117,35.0,2.5,0.0088,0.0002
EXP2020,Thésée,MT-Drought,4,2,39.8,998.80,733.17,0.8174,0.6456,35.0,2.5,0.0057,0.0001
EXP2020,Thésée,MT-Drought,5,21,2000.0,388.49,168.71,9.5391,0.2014,35.0,2.5,0.0741,0.0019
EXP2020,Thésée,MT-Drought,5,21,1500.0,389.63,155.61,8.6608,0.2570,35.0,2.5,0.0628,0.0016
EXP2020,Thésée,MT-Drought,5,21,1000.0,391.49,152.78,7.1471,0.3370,35.0,2.5,0.0506,0.0013
EXP2020,Thésée,MT-Drought,5,21,500.0,394.44,141.86,4.7195,0.4564,35.0,2.5,0.0314,0.0008
EXP2020,Thésée,MT-Drought,5,21,200.0,398.20,170.48,1.6191,0.5452,35.0,2.5,0.0120,0.0003
EXP2020,Thésée,MT-Drought,5,21,150.0,398.43,206.41,1.4016,0.5664,35.0,2.5,0.0125,0.0003
EXP2020,Thésée,MT-Drought,5,21,120.0,398.70,218.98,1.1727,0.5787,35.0,2.5,0.0113,0.0003
EXP2020,Thésée,MT-Drought,5,21,90.0,399.18,255.43,0.7854,0.5878,35.0,2.5,0.0097,0.0003
EXP2020,Thésée,MT-Drought,5,21,60.0,399.71,312.70,0.3243,0.5938,35.0,2.5,0.0072,0.0002
EXP2020,Thésée,MT-Drought,5,21,40.0,400.11,386.61,-0.0110,0.5991,35.0,2.5,0.0061,0.0002
EXP2020,Thésée,MT-Drought,5,21,1000.0,388.71,204.53,9.2453,0.3413,35.0,2.5,0.0872,0.0022
EXP2020,Thésée,MT-Drought,5,21,1000.0,194.75,119.87,4.3305,0.2999,35.0,2.5,0.1028,0.0026
EXP2020,Thésée,MT-Drought,5,21,1000.0,98.63,77.41,1.1878,0.2645,35.0,2.5,0.1099,0.0028
EXP2020,Thésée,MT-Drought,5,21,1000.0,50.71,55.37,-0.4937,0.2367,35.0,2.5,0.1171,0.0030
EXP2020,Thésée,MT-Drought,5,21,1000.0,390.92,168.60,7.5756,0.3155,35.0,2.5,0.0580,0.0015
EXP2020,Thésée,MT-Drought,5,21,1000.0,393.62,148.62,5.3978,0.3056,35.0,2.5,0.0371,0.0010
EXP2020,Thésée,MT-Drought,5,21,1000.0,393.10,147.30,5.8369,0.3133,35.0,2.5,0.0400,0.0010
EXP2020,Thésée,MT-Drought,5,21,1000.0,637.93,223.48,10.0277,0.3533,35.0,2.5,0.0407,0.0011
EXP2020,Thésée,MT-Drought,5,21,1000.0,986.65,183.49,11.1153,0.3643,35.0,2.5,0.0229,0.0006
EXP2020,Thésée,MT-Drought,5,21,1000.0,1485.82,346.76,11.5916,0.3753,35.0,2.5,0.0169,0.0004
EXP2020,Thésée,MT-Drought,5,2,200.0,993.83,308.37,4.9884,0.4626,35.0,2.5,0.0121,0.0003
EXP2020,Thésée,MT-Drought,5,2,150.0,995.30,408.77,3.7386,0.4921,35.0,2.5,0.0108,0.0003
EXP2020,Thésée,MT-Drought,5,2,120.0,996.42,500.91,2.8074,0.5074,35.0,2.5,0.0097,0.0003
EXP2020,Thésée,MT-Drought,5,2,90.0,997.70,485.34,1.7788,0.5219,35.0,2.5,0.0059,0.0002
EXP2020,Thésée,MT-Drought,5,2,60.0,998.94,746.15,0.7247,0.5524,35.0,2.5,0.0054,0.0001
EXP2020,Thésée,MT-Drought,5,2,40.0,999.69,926.85,0.1002,0.5831,35.0,2.5,0.0049,0.0001
EXP2020,Thésée,MT-Drought,1,21,2000.0,396.44,228.33,2.7804,0.1005,40.0,3.0,0.0293,0.0009
EXP2020,Thésée,MT-Drought,1,21,1500.0,397.02,209.31,2.3606,0.1288,40.0,3.0,0.0220,0.0007
EXP2020,Thésée,MT-Drought,1,21,1000.0,397.60,223.47,1.9166,0.1771,40.0,3.0,0.0194,0.0006
EXP2020,Thésée,MT-Drought,1,21,500.1,398.36,206.41,1.3396,0.2745,40.0,3.0,0.0121,0.0004
EXP2020,Thésée,MT-Drought,1,21,200.0,399.36,312.90,0.4852,0.4090,40.0,3.0,0.0113,0.0004
EXP2020,Thésée,MT-Drought,1,21,150.1,399.61,317.14,0.3594,0.4599,40.0,3.0,0.0089,0.0003
EXP2020,Thésée,MT-Drought,1,21,120.0,399.85,340.02,0.2002,0.4981,40.0,3.0,0.0078,0.0002
EXP2020,Thésée,MT-Drought,1,21,90.0,400.02,370.30,0.0448,0.5448,40.0,3.0,0.0070,0.0002
EXP2020,Thésée,MT-Drought,1,21,60.1,400.44,454.99,-0.3190,0.5614,40.0,3.0,0.0067,0.0002
EXP2020,Thésée,MT-Drought,1,21,40.1,401.06,575.83,-0.7715,0.5654,40.0,3.0,0.0062,0.0002
EXP2020,Thésée,MT-Drought,1,21,1000.0,397.05,203.09,2.2415,0.1826,40.0,3.0,0.0207,0.0009
EXP2020,Thésée,MT-Drought,1,21,1000.2,199.12,135.44,0.7906,0.1624,40.0,3.0,0.0241,0.0010
EXP2020,Thésée,MT-Drought,1,21,1000.0,99.88,86.63,0.1699,0.1504,40.0,3.0,0.0386,0.0016
EXP2020,Thésée,MT-Drought,1,21,1000.1,50.88,59.04,-0.6005,0.1408,40.0,3.0,0.0824,0.0034
EXP2020,Thésée,MT-Drought,1,21,999.9,393.04,250.43,4.8739,0.1844,40.0,3.0,0.0650,0.0027
EXP2020,Thésée,MT-Drought,1,21,1000.0,396.98,187.16,2.3577,0.1748,40.0,3.0,0.0199,0.0008
EXP2020,Thésée,MT-Drought,1,21,1000.0,397.76,197.89,1.7973,0.1699,40.0,3.0,0.0160,0.0007
EXP2020,Thésée,MT-Drought,1,21,999.8,646.00,271.76,3.0632,0.1773,40.0,3.0,0.0143,0.0006
EXP2020,Thésée,MT-Drought,1,21,1000.1,994.64,475.10,3.8331,0.1869,40.0,3.0,0.0131,0.0005
EXP2020,Thésée,MT-Drought,1,21,999.9,1493.42,757.68,4.6216,0.1947,40.0,3.0,0.0112,0.0005
EXP2020,Thésée,MT-Drought,1,2,200.0,998.65,772.69,0.8273,0.2947,40.0,3.0,0.0073,0.0002
EXP2020,Thésée,MT-Drought,1,2,149.8,999.01,826.58,0.5259,0.3443,40.0,3.0,0.0067,0.0002
EXP2020,Thésée,MT-Drought,1,2,120.0,999.24,872.58,0.3358,0.3906,40.0,3.0,0.0068,0.0002
EXP2020,Thésée,MT-Drought,1,2,89.9,999.41,898.30,0.2327,0.4530,40.0,3.0,0.0070,0.0002
EXP2020,Thésée,MT-Drought,1,2,60.1,999.68,973.28,-0.0888,0.5078,40.0,3.0,0.0061,0.0002
EXP2020,Thésée,MT-Drought,1,2,40.1,1000.52,1108.98,-0.7055,0.5259,40.0,3.0,0.0070,0.0002
EXP2020,Thésée,MT-Drought,2,21,1999.8,395.41,230.52,3.6709,0.1222,40.0,3.0,0.0396,0.0012
EXP2020,Thésée,MT-Drought,2,21,1500.0,395.88,199.62,3.3800,0.1513,40.0,3.0,0.0299,0.0009
EXP2020,Thésée,MT-Drought,2,21,1000.2,396.59,201.34,2.8501,0.2133,40.0,3.0,0.0254,0.0008
EXP2020,Thésée,MT-Drought,2,21,500.1,397.77,238.89,1.8796,0.3308,40.0,3.0,0.0211,0.0007
EXP2020,Thésée,MT-Drought,2,21,199.9,399.12,279.87,0.7612,0.4732,40.0,3.0,0.0119,0.0004
EXP2020,Thésée,MT-Drought,2,21,150.0,399.54,321.46,0.4207,0.5149,40.0,3.0,0.0112,0.0003
EXP2020,Thésée,MT-Drought,2,21,120.1,399.76,331.75,0.2699,0.5514,40.0,3.0,0.0087,0.0003
EXP2020,Thésée,MT-Drought,2,21,90.0,399.82,333.29,0.2458,0.5916,40.0,3.0,0.0082,0.0003
EXP2020,Thésée,MT-Drought,2,21,59.7,399.96,365.82,0.0760,0.6328,40.0,3.0,0.0081,0.0003
EXP2020,Thésée,MT-Drought,2,21,40.0,400.22,409.79,-0.1433,0.6439,40.0,3.0,0.0077,0.0002
EXP2020,Thésée,MT-Drought,2,21,999.9,395.71,224.35,3.3299,0.2242,40.0,3.1,0.0349,0.0013
EXP2020,Thésée,MT-Drought,2,21,1000.1,198.61,138.44,1.1216,0.1985,40.0,3.1,0.0357,0.0013
EXP2020,Thésée,MT-Drought,2,21,999.9,99.98,90.76,0.0947,0.1822,40.0,3.1,0.0408,0.0015
EXP2020,Thésée,MT-Drought,2,21,1000.0,50.78,62.98,-0.4662,0.1697,40.0,3.1,0.0486,0.0017
EXP2020,Thésée,MT-Drought,2,21,1000.0,395.30,252.31,3.5328,0.2163,40.0,3.1,0.0458,0.0016
EXP2020,Thésée,MT-Drought,2,21,1000.0,395.74,240.45,3.2737,0.2077,40.0,3.1,0.0384,0.0014
EXP2020,Thésée,MT-Drought,2,21,1000.0,395.99,233.29,3.1458,0.2015,40.0,3.1,0.0350,0.0012
EXP2020,Thésée,MT-Drought,2,21,1000.1,643.40,356.26,5.1247,0.2108,40.0,3.1,0.0319,0.0011
EXP2020,Thésée,MT-Drought,2,21,999.9,990.58,551.34,7.0466,0.2196,40.0,3.1,0.0287,0.0010
EXP2020,Thésée,MT-Drought,2,21,1000.2,1488.09,822.76,9.1549,0.2202,40.0,3.1,0.0245,0.0009
EXP2020,Thésée,MT-Drought,2,2,200.0,997.28,674.21,1.9403,0.3404,40.0,3.0,0.0110,0.0003
EXP2020,Thésée,MT-Drought,2,2,150.0,998.55,761.76,0.8251,0.3572,40.0,3.0,0.0069,0.0002
EXP2020,Thésée,MT-Drought,2,2,119.9,998.82,842.26,0.6452,0.4025,40.0,3.0,0.0093,0.0003
EXP2020,Thésée,MT-Drought,2,2,90.0,999.02,858.10,0.5168,0.4565,40.0,3.0,0.0087,0.0003
EXP2020,Thésée,MT-Drought,2,2,60.1,999.48,926.11,0.1436,0.5399,40.0,3.0,0.0091,0.0003
EXP2020,Thésée,MT-Drought,2,2,40.0,999.69,972.38,-0.1029,0.6170,40.0,3.0,0.0076,0.0002
EXP2020,Thésée,MT-Drought,3,21,2000.0,395.57,168.29,3.5300,0.1163,40.0,3.0,0.0270,0.0010
EXP2020,Thésée,MT-Drought,3,21,1500.2,396.29,177.15,2.9764,0.1502,40.0,3.0,0.0237,0.0009
EXP2020,Thésée,MT-Drought,3,21,999.9,397.04,187.65,2.3923,0.1989,40.0,3.0,0.0200,0.0008
EXP2020,Thésée,MT-Drought,3,21,500.0,398.15,212.57,1.5553,0.2912,40.0,3.0,0.0149,0.0006
EXP2020,Thésée,MT-Drought,3,21,200.0,399.26,272.34,0.6600,0.4003,40.0,3.1,0.0099,0.0004
EXP2020,Thésée,MT-Drought,3,21,149.9,399.59,318.49,0.3648,0.4352,40.0,3.0,0.0099,0.0004
EXP2020,Thésée,MT-Drought,3,21,120.0,399.79,344.46,0.1772,0.4630,40.0,3.0,0.0087,0.0003
